Name,light.gg URL,PvX,Weap Type,Archetype,Perk 1,Perk 2,Perk 3,Perk 4
show of force xf4865,https://www.light.gg/db/items/4148143418,pve,Sniper Rifle,Aggressive Frame,"['ATD Raptor', 'ATA Scout', 'ATC Rex']","['Tactical Mag', 'Flared Magwell', 'Appended Mag', 'Extended Mag']","['Firmly Planted', 'Mulligan', 'Rapid Hit']","['Rampage', 'Outlaw', 'Triple Tap']"
show of force xf4865,https://www.light.gg/db/items/4148143418,pvp,Sniper Rifle,Aggressive Frame,"['ATD Raptor', 'ATA Scout', 'ATC Rex']","['Tactical Mag', 'Flared Magwell', 'Steady Rounds']","['Firmly Planted', 'Snapshot Sights']","['Rampage', 'Outlaw', 'Moving Target']"
silicon neuroma,https://www.light.gg/db/items/990416096,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
silicon neuroma,https://www.light.gg/db/items/990416096,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
the frigid jackal,https://www.light.gg/db/items/689453941,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
the frigid jackal,https://www.light.gg/db/items/689453941,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
the supremacy,https://www.light.gg/db/items/686951703,pve,Sniper Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Polygonal Rifling', 'Hammer-Forged Rifling']","['Alloy Magazine', 'Light Mag', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'Ricochet Rounds']","['Snapshot Sights', 'Outlaw', 'Ambitious Assassin', 'Genesis']","['Rampage', 'Rapid Hit', 'Triple Tap', 'Kill Clip']"
the supremacy,https://www.light.gg/db/items/686951703,pvp,Sniper Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Polygonal Rifling']","['Alloy Magazine', 'Light Mag', 'Flared Magwell']","['Snapshot Sights', 'Outlaw']","['Rampage', 'Rapid Hit']"
tranquility,https://www.light.gg/db/items/1645386487,pve,Sniper Rifle,Adaptive Frame,"['Corkscrew Rifling', 'Fluted Barrel']","['Tactical Mag', 'Appended Mag', 'Extended Mag']","['Outlaw', 'Auto-Loading Holster', 'Field Prep']","['Firing Line', ""Fourth Time's the Charm"", 'Box Breathing']"
tranquility,https://www.light.gg/db/items/1645386487,pvp,Sniper Rifle,Adaptive Frame,"['Corkscrew Rifling', 'Fluted Barrel', 'Arrowhead Brake']","['Tactical Mag', 'Accurized Rounds']","['Outlaw', 'No Distractions']","['Snapshot Sights', 'Opening Shot']"
adjudicator,https://www.light.gg/db/items/2094938673,pve,Submachine Gun,Precision Frame,[],[],[],[]
adjudicator,https://www.light.gg/db/items/2094938673,pvp,Submachine Gun,Precision Frame,[],[],[],[]
antiope-d,https://www.light.gg/db/items/2561659919,pve,Submachine Gun,Precision Frame,[],[],[],[]
antiope-d,https://www.light.gg/db/items/2561659919,pvp,Submachine Gun,Precision Frame,[],[],[],[]
antiope-d,https://www.light.gg/db/items/566976653,pve,Submachine Gun,Precision Frame,[],[],[],[]
antiope-d,https://www.light.gg/db/items/566976653,pvp,Submachine Gun,Precision Frame,[],[],[],[]
atalanta-d,https://www.light.gg/db/items/2414612777,pve,Submachine Gun,Precision Frame,[],[],[],[]
atalanta-d,https://www.light.gg/db/items/2414612777,pvp,Submachine Gun,Precision Frame,[],[],[],[]
atalanta-d xg1992,https://www.light.gg/db/items/2422664927,pve,Submachine Gun,Precision Frame,"['SC Holo', 'GA Post', 'GB Iron']","['Extended Mag', 'Appended Mag', 'Light Mag']","['Slideways', 'Zen Moment']","['Kill Clip', 'Tap the Trigger', 'High-Impact Reserves']"
atalanta-d xg1992,https://www.light.gg/db/items/2422664927,pvp,Submachine Gun,Precision Frame,['SC Holo'],"['High-Caliber Rounds', 'Ricochet Rounds']","['Slideways', 'Zen Moment', 'Moving Target']","['Kill Clip', 'Tap the Trigger', 'Grave Robber']"
beidenhander,https://www.light.gg/db/items/516243773,pve,Submachine Gun,Precision Frame,[],[],[],[]
beidenhander,https://www.light.gg/db/items/516243773,pvp,Submachine Gun,Precision Frame,[],[],[],[]
cold front,https://www.light.gg/db/items/1506719573,pve,Submachine Gun,Aggressive Frame,"['Extended Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Fluted Barrel']","['Tactical Mag', 'Steady Rounds', 'Appended Mag', 'Extended Mag']","['Zen Moment', 'Feeding Frenzy', 'Auto-Loading Holster']","['Kill Clip', 'Vorpal Weapon', 'Osmosis']"
cold front,https://www.light.gg/db/items/1506719573,pvp,Submachine Gun,Aggressive Frame,"['Extended Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Chambered Compensator', 'Full Bore']","['Tactical Mag', 'Steady Rounds', 'Accurized Rounds', 'Flared Magwell']","['Zen Moment', 'Feeding Frenzy', 'Underdog']","['Kill Clip', 'Vorpal Weapon', 'Rangefinder']"
escape velocity,https://www.light.gg/db/items/1786797708,pve,Submachine Gun,Lightweight Frame,"['IS 2 Classic', 'IS 5 Circle', 'Model 6 Loop']","['Tactical Mag', 'Appended Mag', 'Flared Magwell']","['Overflow', 'Threat Detector', 'Grave Robber']","['Quickdraw', 'Osmosis', 'Surrounded']"
escape velocity,https://www.light.gg/db/items/1786797708,pvp,Submachine Gun,Lightweight Frame,"['IS 2 Classic', 'IS 5 Circle', 'Model 6 Loop', 'Model 8 Red']","['Tactical Mag', 'Accurized Rounds', 'Steady Rounds']","['Overflow', 'Threat Detector', 'Zen Moment']","['Quickdraw', 'Elemental Capacitor', 'Vorpal Weapon']"
escape velocity,https://www.light.gg/db/items/1459443448,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
escape velocity,https://www.light.gg/db/items/1459443448,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
exit strategy,https://www.light.gg/db/items/4227181568,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
exit strategy,https://www.light.gg/db/items/4227181568,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
hard truths,https://www.light.gg/db/items/105567493,pve,Submachine Gun,Aggressive Frame,"['IS 2 Classic', 'Model 8 Red']","['Appended Mag', 'High-Caliber Rounds', 'Alloy Magazine']","['Zen Moment', 'Pulse Monitor']","['Kill Clip', 'High-Impact Reserves', 'Grave Robber']"
hard truths,https://www.light.gg/db/items/105567493,pvp,Submachine Gun,Aggressive Frame,"['IS 2 Classic', 'Model 8 Red']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Zen Moment', 'Snapshot Sights', 'Moving Target']","['Kill Clip', 'Tap the Trigger', 'Threat Detector']"
imminent storm,https://www.light.gg/db/items/2611861926,pve,Submachine Gun,Aggressive Frame,[],[],[],[]
imminent storm,https://www.light.gg/db/items/2611861926,pvp,Submachine Gun,Aggressive Frame,[],[],[],[]
motion to suppress,https://www.light.gg/db/items/3950088638,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
motion to suppress,https://www.light.gg/db/items/3950088638,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
multimach ccx,https://www.light.gg/db/items/4265183314,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
multimach ccx,https://www.light.gg/db/items/4265183314,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
new city,https://www.light.gg/db/items/2414612776,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
new city,https://www.light.gg/db/items/2414612776,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
pillager,https://www.light.gg/db/items/2653316158,pve,Submachine Gun,Lightweight Frame,"['Polygonal Rifling', 'Hammer-Forged Rifling', 'Smallbore']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Alloy Magazine']","['Zen Moment', 'Outlaw']","['Kill Clip', 'Rampage', 'High-Impact Reserves']"
pillager,https://www.light.gg/db/items/2653316158,pvp,Submachine Gun,Lightweight Frame,"['Polygonal Rifling', 'Chambered Compensator', 'Corkscrew Rifling']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Zen Moment', 'Grave Robber']","['Kill Clip', 'Moving Target', 'Under Pressure']"
the conqueror 2,https://www.light.gg/db/items/3991544423,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
the conqueror 2,https://www.light.gg/db/items/3991544423,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
the showrunner,https://www.light.gg/db/items/1200414607,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
the showrunner,https://www.light.gg/db/items/1200414607,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
trackless waste,https://www.light.gg/db/items/2681395357,pve,Submachine Gun,Adaptive Frame,"['Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']","['Appended Mag', 'High-Caliber Rounds', 'Alloy Magazine']","['Grave Robber', 'Zen Moment']","['Kill Clip', 'High-Impact Reserves']"
trackless waste,https://www.light.gg/db/items/2681395357,pvp,Submachine Gun,Adaptive Frame,"['Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Threat Detector', 'Tap the Trigger', 'Quickdraw']","['Kill Clip', 'Dynamic Sway Reduction', 'Snapshot Sights']"
age-old bond,https://www.light.gg/db/items/601592879,pve,Auto Rifle,High-Impact Frame,"['Chambered Compensator', 'Extended Barrel', 'Polygonal Rifling']","['Ricochet Rounds', 'Light Mag']",['Zen Moment'],['Kill Clip']
age-old bond,https://www.light.gg/db/items/601592879,pvp,Auto Rifle,High-Impact Frame,[],[],[],[]
arc logic,https://www.light.gg/db/items/2723909519,pve,Auto Rifle,Adaptive Frame,"['Smallbore', 'Corkscrew Rifling', 'Fluted Barrel']","['Appended Mag', 'Tactical Mag', 'Extended Mag']","['Outlaw', 'Overflow', 'Field Prep']","['Triple Tap', 'Demolitionist', 'Rampage']"
arc logic,https://www.light.gg/db/items/2723909519,pvp,Auto Rifle,Adaptive Frame,"['Smallbore', 'Arrowhead Brake', 'Extended Barrel']",['Accurized Rounds'],"['Outlaw', 'Moving Target']","['Tap the Trigger', 'Rangefinder']"
dark decider,https://www.light.gg/db/items/1942069133,pve,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
dark decider,https://www.light.gg/db/items/1942069133,pvp,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
galliard-42,https://www.light.gg/db/items/3778520451,pve,Auto Rifle,Adaptive Frame,[],[],[],[]
galliard-42,https://www.light.gg/db/items/3778520451,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
galliard-42 xn7568,https://www.light.gg/db/items/1775804198,pve,Auto Rifle,Adaptive Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front', 'SPO-26 Front']","['Extended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']","['Quickdraw', 'Under Pressure', 'Outlaw']","['Rampage', 'High-Impact Reserves', 'Kill Clip', 'Grave Robber']"
galliard-42 xn7568,https://www.light.gg/db/items/1775804198,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
gnawing hunger,https://www.light.gg/db/items/821154603,pve,Auto Rifle,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling']","['Tactical Mag', 'Appended Mag', 'Extended Mag']","['Tap the Trigger', 'Zen Moment', 'Subsistence']","['Demolitionist', 'Rampage', 'Multikill Clip']"
gnawing hunger,https://www.light.gg/db/items/821154603,pvp,Auto Rifle,Adaptive Frame,"['Extended Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['Tactical Mag', 'Accurized Rounds']","['Tap the Trigger', 'Zen Moment']","['Demolitionist', 'Kill Clip']"
hollow earth,https://www.light.gg/db/items/1842303080,pve,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
hollow earth,https://www.light.gg/db/items/1842303080,pvp,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
jiangshi ar4,https://www.light.gg/db/items/3778520449,pve,Auto Rifle,Precision Frame,[],[],[],[]
jiangshi ar4,https://www.light.gg/db/items/3778520449,pvp,Auto Rifle,Precision Frame,[],[],[],[]
kibou ar3,https://www.light.gg/db/items/4014434381,pve,Auto Rifle,Precision Frame,[],[],[],[]
kibou ar3,https://www.light.gg/db/items/4014434381,pvp,Auto Rifle,Precision Frame,[],[],[],[]
martyr's make,https://www.light.gg/db/items/3336215727,pve,Auto Rifle,Adaptive Frame,[],[],[],[]
martyr's make,https://www.light.gg/db/items/3336215727,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
medley-45,https://www.light.gg/db/items/3920811074,pve,Auto Rifle,Adaptive Frame,[],[],[],[]
medley-45,https://www.light.gg/db/items/3920811074,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
misfit,https://www.light.gg/db/items/819441402,pve,Auto Rifle,Rapid-Fire Frame,"['King Sight K1', 'Dusk Sight D1', 'Dusk Dot D1']","['High-Caliber Rounds', 'Flared Magwell', 'Light Mag']","['Tap the Trigger', 'Zen Moment', 'Dynamic Sway Reduction']","['Rampage', 'High-Impact Reserves', 'Under Pressure']"
misfit,https://www.light.gg/db/items/819441402,pvp,Auto Rifle,Rapid-Fire Frame,"['King Sight K1', 'Dusk Sight D1', 'Dusk Dot D1']","['High-Caliber Rounds', 'Extended Mag']","['Tap the Trigger', 'Zen Moment', 'Snapshot Sights']","['Rampage', 'High-Impact Reserves', 'Under Pressure']"
null calamity 9,https://www.light.gg/db/items/3188460622,pve,Auto Rifle,Adaptive Frame,[],[],[],[]
null calamity 9,https://www.light.gg/db/items/3188460622,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
perseverance,https://www.light.gg/db/items/1327432221,pve,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
perseverance,https://www.light.gg/db/items/1327432221,pvp,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
positive outlook,https://www.light.gg/db/items/3393130645,pve,Auto Rifle,Precision Frame,[],[],[],[]
positive outlook,https://www.light.gg/db/items/3393130645,pvp,Auto Rifle,Precision Frame,[],[],[],[]
prosecutor,https://www.light.gg/db/items/1909527966,pve,Auto Rifle,Precision Frame,[],[],[],[]
prosecutor,https://www.light.gg/db/items/1909527966,pvp,Auto Rifle,Precision Frame,[],[],[],[]
reckless oracle,https://www.light.gg/db/items/3385326721,pve,Auto Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Chambered Compensator', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Light Mag']","['Outlaw', 'Auto-Loading Holster']","['Kill Clip', 'Swashbuckler', 'Demolitionist']"
reckless oracle,https://www.light.gg/db/items/3385326721,pvp,Auto Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Extended Barrel']","['High-Caliber Rounds', 'Ricochet Rounds']","['Outlaw', 'Mulligan']","['Kill Clip', 'Swashbuckler', 'Demolitionist']"
restoration viii,https://www.light.gg/db/items/705774642,pve,Auto Rifle,Adaptive Frame,[],[],[],[]
restoration viii,https://www.light.gg/db/items/705774642,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
solemn hymn,https://www.light.gg/db/items/3762467077,pve,Auto Rifle,Adaptive Frame,[],[],[],[]
solemn hymn,https://www.light.gg/db/items/3762467077,pvp,Auto Rifle,Adaptive Frame,[],[],[],[]
the number,https://www.light.gg/db/items/3854359821,pve,Auto Rifle,Precision Frame,[],[],[],[]
the number,https://www.light.gg/db/items/3854359821,pvp,Auto Rifle,Precision Frame,[],[],[],[]
the ringing nail,https://www.light.gg/db/items/93253474,pve,Auto Rifle,Precision Frame,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Light Mag']","['Zen Moment', 'Dragonfly', 'Shield Disorient']","['Kill Clip', 'Rampage', 'Disruption Break', 'High-Impact Reserves']"
the ringing nail,https://www.light.gg/db/items/93253474,pvp,Auto Rifle,Precision Frame,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Zen Moment', 'Quickdraw']","['Kill Clip', 'Rampage', 'Disruption Break', 'Tap the Trigger']"
the summoner,https://www.light.gg/db/items/1907698332,pve,Auto Rifle,Adaptive Frame,"['Arrowhead Brake', 'Extended Barrel', 'Fluted Barrel']","['High-Caliber Rounds', 'Light Mag', 'Appended Mag']","['Overflow', 'Moving Target']","['Elemental Capacitor', 'Rampage', 'Dragonfly']"
the summoner,https://www.light.gg/db/items/1907698332,pvp,Auto Rifle,Adaptive Frame,"['Arrowhead Brake', 'Extended Barrel', 'Chambered Compensator', 'Polygonal Rifling', 'Smallbore']","['High-Caliber Rounds', 'Light Mag', 'Ricochet Rounds', 'Flared Magwell']","['Overflow', 'Moving Target', 'Zen Moment']","['Elemental Capacitor', 'Rangefinder', 'Celerity']"
uriel's gift,https://www.light.gg/db/items/3762467076,pve,Auto Rifle,Precision Frame,[],[],[],[]
uriel's gift,https://www.light.gg/db/items/3762467076,pvp,Auto Rifle,Precision Frame,[],[],[],[]
uriel's gift,https://www.light.gg/db/items/3863882743,pve,Auto Rifle,Precision Frame,"['Torch HS3', 'Candle PS', 'Spark PS']","['High-Caliber Rounds', 'Ricochet Rounds', 'Armor-Piercing Rounds']","['Firmly Planted', 'Quickdraw', 'Field Prep']","['Tap the Trigger', 'Kill Clip', 'Disruption Break']"
uriel's gift,https://www.light.gg/db/items/3863882743,pvp,Auto Rifle,Precision Frame,['Torch HS3'],"['High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell']","['Firmly Planted', 'Quickdraw']","['Tap the Trigger', 'Kill Clip', 'Moving Target']"
valakadyn,https://www.light.gg/db/items/1518042135,pve,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
valakadyn,https://www.light.gg/db/items/1518042135,pvp,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
valakadyn,https://www.light.gg/db/items/3762467079,pve,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
valakadyn,https://www.light.gg/db/items/3762467079,pvp,Auto Rifle,Rapid-Fire Frame,[],[],[],[]
arsenic bite-4b,https://www.light.gg/db/items/720351795,pve,Combat Bow,Lightweight Frame,[],[],[],[]
arsenic bite-4b,https://www.light.gg/db/items/720351795,pvp,Combat Bow,Lightweight Frame,[],[],[],[]
hush,https://www.light.gg/db/items/1584643826,pve,Combat Bow,Precision Frame,[],[],[],[]
hush,https://www.light.gg/db/items/1584643826,pvp,Combat Bow,Precision Frame,[],[],[],[]
point of the stag,https://www.light.gg/db/items/3434944005,pve,Combat Bow,Precision Frame,[],[],[],[]
point of the stag,https://www.light.gg/db/items/3434944005,pvp,Combat Bow,Precision Frame,[],[],[],[]
subtle calamity,https://www.light.gg/db/items/3410721600,pve,Combat Bow,Precision Frame,"['Flexible String', 'Natural String', 'Polymer String']","['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Fiberglass Arrow Shaft']","['Rampage', 'Dragonfly']","['Explosive Head', ""Archer's Tempo""]"
subtle calamity,https://www.light.gg/db/items/3410721600,pvp,Combat Bow,Precision Frame,"['Flexible String', 'Natural String', 'Polymer String']","['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Fiberglass Arrow Shaft']","['Hip-Fire Grip', 'Moving Target']","['Explosive Head', ""Archer's Tempo"", 'Sneak Bow']"
the vow,https://www.light.gg/db/items/2009106091,pve,Combat Bow,Lightweight Frame,[],[],[],[]
the vow,https://www.light.gg/db/items/2009106091,pvp,Combat Bow,Lightweight Frame,[],[],[],[]
tyranny of heaven,https://www.light.gg/db/items/2721249463,pve,Combat Bow,Lightweight Frame,"['Flexible String', 'High Tension String']",['Straight Fletching'],"['Sneak Bow', ""Archer's Tempo""]",['Rampage']
tyranny of heaven,https://www.light.gg/db/items/2721249463,pvp,Combat Bow,Lightweight Frame,[],[],[],[]
cartesian coordinate,https://www.light.gg/db/items/2502422772,pve,Fusion Rifle,Rapid-Fire Frame,[],[],[],[]
cartesian coordinate,https://www.light.gg/db/items/2502422772,pvp,Fusion Rifle,Rapid-Fire Frame,[],[],[],[]
conjecture tsc,https://www.light.gg/db/items/3005879472,pve,Fusion Rifle,High-Impact Frame,[],[],[],[]
conjecture tsc,https://www.light.gg/db/items/3005879472,pvp,Fusion Rifle,High-Impact Frame,[],[],[],[]
critical sass,https://www.light.gg/db/items/1773600468,pve,Fusion Rifle,Rapid-Fire Frame,[],[],[],[]
critical sass,https://www.light.gg/db/items/1773600468,pvp,Fusion Rifle,Rapid-Fire Frame,[],[],[],[]
dream breaker,https://www.light.gg/db/items/2931957300,pve,Fusion Rifle,Adaptive Frame,"['Fluted Barrel', 'Corkscrew Rifling']","['Liquid Coils', 'Accelerated Coils', 'Enhanced Battery']","['Auto-Loading Holster', 'Underdog', 'Threat Detector']","['Rampage', 'Backup Plan', 'Disruption Break']"
dream breaker,https://www.light.gg/db/items/2931957300,pvp,Fusion Rifle,Adaptive Frame,"['Fluted Barrel', 'Arrowhead Brake', 'Hammer-Forged Rifling']","['Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Firmly Planted', 'Moving Target', 'Rangefinder']","['Rampage', 'Backup Plan', 'Tap the Trigger']"
elatha fr4,https://www.light.gg/db/items/4106983932,pve,Fusion Rifle,High-Impact Frame,"['Torch HS3', 'Candle PS', 'Spark PS']","['Enhanced Battery', 'Liquid Coils']","['Quickdraw', 'Firmly Planted', 'Field Prep']","['Demolitionist', 'Backup Plan', 'Kill Clip', 'Surrounded']"
elatha fr4,https://www.light.gg/db/items/4106983932,pvp,Fusion Rifle,High-Impact Frame,['Torch HS3'],"['Particle Repeater', 'Projection Fuse']","['Quickdraw', 'Firmly Planted', 'No Distractions']","['Demolitionist', 'Backup Plan', 'Snapshot Sights']"
elatha fr4,https://www.light.gg/db/items/4105447487,pve,Fusion Rifle,High-Impact Frame,[],[],[],[]
elatha fr4,https://www.light.gg/db/items/4105447487,pvp,Fusion Rifle,High-Impact Frame,[],[],[],[]
erentil fr4,https://www.light.gg/db/items/2398848320,pve,Fusion Rifle,High-Impact Frame,[],[],[],[]
erentil fr4,https://www.light.gg/db/items/2398848320,pvp,Fusion Rifle,High-Impact Frame,[],[],[],[]
erentil fr4,https://www.light.gg/db/items/3027844941,pve,Fusion Rifle,High-Impact Frame,"['Flash HS5', 'Torch HS3', 'Signal MS5', 'Impulse MS3']","['Particle Repeater', 'Projection Fuse', 'Enhanced Battery']","['Moving Target', 'Under Pressure', 'Firmly Planted', 'Auto-Loading Holster']","['Backup Plan', 'Rampage', 'Tap the Trigger', 'Kill Clip', 'High-Impact Reserves']"
erentil fr4,https://www.light.gg/db/items/3027844941,pvp,Fusion Rifle,High-Impact Frame,"['Flash HS5', 'Torch HS3']","['Particle Repeater', 'Projection Fuse', 'Liquid Coils']","['Moving Target', 'Snapshot Sights']","['Backup Plan', 'Rampage', 'Tap the Trigger', 'Rangefinder']"
exile's curse,https://www.light.gg/db/items/679281855,pve,Fusion Rifle,High-Impact Frame,"['Fluted Barrel', 'Smallbore', 'Arrowhead Brake']","['Liquid Coils', 'Enhanced Battery', 'Ionized Battery']","['Field Prep', 'Grave Robber']","['Elemental Capacitor', 'Feeding Frenzy', 'Multikill Clip', 'Disruption Break']"
exile's curse,https://www.light.gg/db/items/679281855,pvp,Fusion Rifle,High-Impact Frame,"['Fluted Barrel', 'Smallbore', 'Polygonal Rifling']","['Liquid Coils', 'Particle Repeater']","['No Distractions', 'Firmly Planted']","['Elemental Capacitor', 'Feeding Frenzy', 'Celerity']"
gallant charge,https://www.light.gg/db/items/1706206669,pve,Fusion Rifle,High-Impact Frame,"['Chambered Compensator', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Fluted Barrel']","['Liquid Coils', 'Enhanced Battery']","['Demolitionist', 'Auto-Loading Holster', 'Grave Robber']","['Swashbuckler', 'Lead from Gold', 'Multikill Clip']"
gallant charge,https://www.light.gg/db/items/1706206669,pvp,Fusion Rifle,High-Impact Frame,"['Chambered Compensator', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Barrel', 'Full Bore']","['Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Demolitionist', 'Auto-Loading Holster', 'Hip-Fire Grip']","['Swashbuckler', 'Rangefinder', 'Tap the Trigger']"
loaded question,https://www.light.gg/db/items/580961571,pve,Fusion Rifle,High-Impact Frame,[],[],[],[]
loaded question,https://www.light.gg/db/items/580961571,pvp,Fusion Rifle,High-Impact Frame,[],[],[],[]
main ingredient,https://www.light.gg/db/items/3445437901,pve,Fusion Rifle,Precision Frame,[],[],[],[]
main ingredient,https://www.light.gg/db/items/3445437901,pvp,Fusion Rifle,Precision Frame,[],[],[],[]
main ingredient,https://www.light.gg/db/items/253196586,pve,Fusion Rifle,Precision Frame,"['Hitmark IS', 'Cleanshot IS']",['Enhanced Battery'],"['Under Pressure', 'Auto-Loading Holster']","['Rampage', 'Kill Clip', 'High-Impact Reserves']"
main ingredient,https://www.light.gg/db/items/253196586,pvp,Fusion Rifle,Precision Frame,"['Hitmark IS', 'Red Dot 2 MOA', 'Red Dot Micro']","['Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Snapshot Sights', 'Moving Target']","['Rampage', 'Backup Plan', 'Rangefinder', 'Tap the Trigger']"
nox echo iii,https://www.light.gg/db/items/2502422774,pve,Fusion Rifle,Adaptive Frame,[],[],[],[]
nox echo iii,https://www.light.gg/db/items/2502422774,pvp,Fusion Rifle,Adaptive Frame,[],[],[],[]
nox veneris ii,https://www.light.gg/db/items/4105447486,pve,Fusion Rifle,Adaptive Frame,[],[],[],[]
nox veneris ii,https://www.light.gg/db/items/4105447486,pvp,Fusion Rifle,Adaptive Frame,[],[],[],[]
proelium fr3,https://www.light.gg/db/items/3027844940,pve,Fusion Rifle,Rapid-Fire Frame,"['Flash HS5', 'Torch HS3']",['Enhanced Battery'],"['Under Pressure', 'Auto-Loading Holster', 'Threat Detector']","['Rampage', 'Kill Clip', 'High-Impact Reserves']"
proelium fr3,https://www.light.gg/db/items/3027844940,pvp,Fusion Rifle,Rapid-Fire Frame,"['Flash HS5', 'Torch HS3']","['Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Snapshot Sights', 'Moving Target']","['Rampage', 'Backup Plan', 'Rangefinder', 'Tap the Trigger']"
proelium fr3,https://www.light.gg/db/items/618554398,pve,Fusion Rifle,Rapid-Fire Frame,[],[],[],[]
proelium fr3,https://www.light.gg/db/items/618554398,pvp,Fusion Rifle,Rapid-Fire Frame,[],[],[],[]
shock and awe,https://www.light.gg/db/items/2502422773,pve,Fusion Rifle,High-Impact Frame,[],[],[],[]
shock and awe,https://www.light.gg/db/items/2502422773,pvp,Fusion Rifle,High-Impact Frame,[],[],[],[]
techeun force,https://www.light.gg/db/items/4094657108,pve,Fusion Rifle,Adaptive Frame,"['Chambered Compensator', 'Hammer-Forged Rifling', 'Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling', 'Smallbore']","['Accelerated Coils', 'Enhanced Battery']","['Kill Clip', 'Under Pressure']","['Backup Plan', 'Rampage', 'High-Impact Reserves']"
techeun force,https://www.light.gg/db/items/4094657108,pvp,Fusion Rifle,Adaptive Frame,"['Chambered Compensator', 'Hammer-Forged Rifling', 'Arrowhead Brake']","['Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Kill Clip', 'Snapshot Sights']","['Backup Plan', 'Rampage', 'Rangefinder']"
